,Unnamed: 0,Unnamed: 0.1,user_id,app_code,os_version,is_4G,is_click,log_time,item_id,item_price,category_1,category_2,category_3,product_type,ad_freq
32995,40801,40801,12964,386,intermediate,1,1,100800.0,80771,11697,9,3,48,6347,50400.5
33028,30304,30304,12979,207,latest,1,1,0.0,425,1025,4,74,292,4524,0.0
33051,194116,194116,12987,249,latest,0,1,17520.0,113861,102400,1,42,157,6226,0.0
33057,194136,194136,12990,127,intermediate,1,1,0.0,95423,4352,11,35,220,10215,0.0
33062,87026,87026,12990,127,intermediate,0,1,32640.0,91903,697,10,63,220,3055,16660.166666666668
33074,5666,5666,12990,127,intermediate,0,1,171840.0,89232,58880,1,42,157,6483,78013.38888888889
33144,44819,44819,13018,249,latest,1,1,340080.0,7992,1075,13,58,189,5773,150258.1
33240,107822,107822,13029,465,intermediate,1,1,93480.0,71978,4480,13,67,32,6423,0.0
33242,15372,15372,13031,207,intermediate,0,1,837720.0,113066,1593,10,43,223,1743,418860.5
33243,194204,194204,13032,371,intermediate,0,1,0.0,33462,192,7,33,11,7312,0.0
33249,194206,194206,13032,371,intermediate,0,1,19980.0,123649,4785,17,39,252,4370,7860.142857142857
33256,75344,75344,13032,371,intermediate,0,1,266340.0,80753,2163,13,58,75,2500,71905.78571428571
33315,154718,154718,13063,244,latest,0,1,0.0,93563,4596,9,9,41,7791,0.0
33321,180494,180494,13063,244,latest,0,1,368040.0,130585,333,14,62,106,3747,68863.0
33368,194252,194252,13085,38,latest,0,1,0.0,87589,2023,17,39,252,2874,0.0
33395,167813,167813,13088,469,intermediate,0,1,42900.0,132068,2707,17,39,151,7722,21450.5
33415,32729,32729,13103,386,latest,1,1,0.0,84704,3833,10,63,220,5251,0.0
33434,159371,159371,13109,242,intermediate,1,1,284100.0,78243,15923,9,3,260,2607,144660.14285714287
33438,159374,159374,13109,242,intermediate,1,1,715920.0,78243,15923,9,3,260,2607,340123.7272727273
33496,173368,173368,13134,244,latest,0,1,0.0,99789,2643,13,78,108,1049,0.0
33501,188419,188419,13134,244,latest,0,1,1389720.0,112379,1269,4,74,292,1945,248130.16666666663
33502,115109,115109,13135,37,latest,0,1,0.0,43978,12017,9,3,48,6878,0.0
33518,82899,82899,13145,213,old,0,1,61380.0,36500,1024,11,35,148,662,30690.5
33525,166590,166590,13145,296,old,1,1,2613360.0,6934,1344,14,29,257,1584,851913.4444444445
33568,36469,36469,13164,249,latest,0,1,0.0,13260,13001,8,40,84,5036,0.0
33569,136780,136780,13164,249,latest,0,1,345060.0,42490,1081,16,4,119,703,172530.5
33572,194338,194338,13164,249,latest,0,1,945840.0,50455,1465,17,8,113,2874,567084.2
33593,124914,124914,13173,145,latest,0,1,0.0,35637,25840,17,26,328,9533,0.0
33618,194345,194345,13176,207,old,1,1,243660.0,83074,1248,10,43,223,3055,89132.81818181818
33688,104752,104752,13200,371,latest,1,1,2709360.0,96671,1715,12,57,171,7238,1354680.5
33697,194380,194380,13204,190,latest,1,1,0.0,61792,1496,17,39,151,6364,0.0
33698,194381,194381,13204,190,latest,1,1,540.0,11258,3168,17,8,279,1252,270.5
33699,194378,194378,13204,190,latest,1,1,7800.0,123646,108953,1,42,157,10331,2780.333333333333
33734,141577,141577,13223,5,latest,1,1,259500.0,74311,72960,11,51,178,3021,106410.08333333331
33753,180160,180160,13232,256,latest,1,1,0.0,44899,4019,13,5,22,8053,0.0
33791,184957,184957,13245,163,old,1,1,0.0,114012,26880,1,42,103,98,0.0
33809,177032,177032,13246,385,latest,0,1,811320.0,120017,1536,12,57,171,2874,327970.64705882355
33831,2934,2934,13254,202,latest,0,1,1030080.0,83521,178688,8,40,313,3642,465463.0
33848,159019,159019,13266,32,latest,0,1,0.0,105734,1784,9,37,162,2835,0.0
33913,102463,102463,13295,231,latest,1,1,83100.0,101682,2355,9,9,244,2106,41550.5
33917,100774,100774,13301,371,latest,1,1,720.0,112256,1248,11,35,148,5622,0.0
33969,173599,173599,13322,190,old,0,1,0.0,29748,99840,1,42,157,2186,0.0
34044,96736,96736,13357,296,old,0,1,854400.0,86831,8920,8,21,268,8310,356460.14285714284
34047,194545,194545,13359,249,latest,0,1,47460.0,64265,6366,13,5,65,10338,0.0
34071,194574,194574,13375,5,old,1,1,0.0,22134,268,14,62,106,4631,0.0
34075,80894,80894,13375,5,old,1,1,81360.0,65969,218,17,39,151,124,23916.2
34088,45262,45262,13375,5,old,1,1,296280.0,93947,4416,13,18,5,2088,130750.05555555555
34094,150115,150115,13377,422,latest,0,1,1080.0,65286,60416,1,42,157,2331,540.5
34098,194590,194590,13377,422,latest,0,1,57300.0,93462,1209,16,17,272,7689,17290.166666666668
34100,28907,28907,13377,422,latest,1,1,158940.0,108596,2393,14,61,159,1694,51502.625
34101,28908,28908,13377,422,latest,1,1,235260.0,108596,2393,14,61,159,1694,71920.11111111111
34225,107284,107284,13437,5,latest,0,1,0.0,124676,960,4,1,111,9362,0.0
34226,143035,143035,13437,5,latest,1,1,0.0,45537,10752,9,44,114,9427,0.5
34227,178949,178949,13437,5,latest,1,1,0.0,35625,7216,11,51,242,5783,0.3333333333333333
34263,194782,194782,13445,32,old,0,1,63780.0,115463,332,7,46,229,4628,0.0
34311,32080,32080,13476,438,old,1,1,10800.0,92499,8960,1,7,300,1617,0.0
34373,194822,194822,13516,283,old,0,1,33120.0,22197,8000,1,64,263,5282,14460.166666666664
34382,62646,62646,13526,38,old,1,1,0.0,25774,3974,4,74,292,10077,0.0
34420,94589,94589,13537,231,latest,1,1,0.0,24004,1913,13,78,72,7103,0.0
34499,75632,75632,13573,166,old,0,1,0.0,71406,2585,9,44,114,2182,0.0
34586,42434,42434,13600,371,intermediate,1,1,0.0,22012,1280,17,55,70,3995,0.0
34587,194922,194922,13600,371,intermediate,1,1,0.0,6636,441,7,31,271,1654,0.5
34592,50654,50654,13603,296,old,0,1,2580540.0,118262,2067,13,18,291,7125,0.0
34620,56119,56119,13613,386,old,1,1,65940.0,79447,1395,4,38,62,7554,38820.333333333336
34625,97671,97671,13617,469,intermediate,0,1,67080.0,113477,11520,9,9,90,8826,0.0
34628,194973,194973,13618,469,latest,0,1,0.0,12288,3708,9,9,41,7791,0.0
34641,58365,58365,13627,256,latest,0,1,0.0,4035,24256,1,42,157,2844,0.0
34643,134081,134081,13628,207,intermediate,1,1,35100.0,38487,96,12,57,171,4569,17550.5
34677,98104,98104,13652,213,latest,0,1,2640.0,45690,889,11,51,181,1812,0.0
34700,184959,184959,13665,207,latest,1,1,0.0,114012,26880,1,42,103,98,0.0
34701,30316,30316,13665,207,latest,1,1,78180.0,425,1025,4,74,292,4524,39090.5
34724,45797,45797,13681,386,intermediate,0,1,94860.0,87980,2240,14,29,199,10118,0.0
34744,195010,195010,13691,385,old,0,1,0.0,40843,1721,14,62,324,2874,0.0
34745,32734,32734,13691,385,old,0,1,1722720.0,84704,3833,10,63,220,5251,861360.5
34759,192468,192468,13705,423,old,0,1,0.0,56145,4416,1,36,203,2475,0.0
34816,182491,182491,13746,190,intermediate,0,1,0.0,129177,729,4,1,111,4064,0.0
34902,195068,195068,13776,249,latest,0,1,0.0,77231,6944,11,35,148,5622,0.0
34911,191542,191542,13782,163,latest,0,1,0.0,124547,1657,13,58,280,9173,0.0
34916,142941,142941,13782,163,latest,0,1,72900.0,105360,54,17,55,70,7651,28390.16666666667
34957,181163,181163,13803,385,latest,0,1,0.0,111211,15680,1,28,283,10191,0.0
35006,195147,195147,13814,386,old,0,1,0.0,122685,28352,14,62,315,4872,0.0
35012,133382,133382,13818,242,old,1,1,252540.0,12423,6272,1,28,314,6823,175770.25
35033,129931,129931,13829,32,latest,1,1,0.0,41583,28998,1,36,28,4967,0.0
35057,97672,97672,13839,296,old,1,1,536160.0,113477,11520,9,9,90,8826,0.0
35115,195231,195231,13859,319,old,1,1,106500.0,29729,18496,1,36,203,6823,45775.75
35122,195228,195228,13859,318,old,1,1,158580.0,29729,18496,1,36,203,6823,63125.17142857143
35132,152081,152081,13862,5,old,0,1,0.0,128995,23424,1,42,220,1617,0.0
35153,113892,113892,13873,283,intermediate,0,1,557580.0,70462,473,7,71,146,8936,192960.125
35159,195260,195260,13879,386,latest,1,1,270240.0,55568,2720,16,56,93,973,137140.33333333337
35189,71021,71021,13894,296,old,0,1,0.0,114095,1913,13,18,5,1049,0.0
35281,195391,195391,13947,465,latest,1,1,0.0,72386,249,11,51,329,3844,0.0
35299,110437,110437,13955,390,intermediate,0,1,0.0,59086,72960,8,41,36,8488,0.0
35340,152082,152082,13959,207,latest,0,1,35040.0,128995,23424,1,42,220,1617,17520.5
35343,105339,105339,13960,296,old,0,1,263880.0,46626,953,14,62,324,1046,0.0
35368,138394,138394,13970,32,intermediate,0,1,57900.0,101965,230,13,52,296,9462,28950.5
35401,195469,195469,13972,127,latest,1,1,1021800.0,78747,7168,1,28,283,938,489398.7419354839
35406,65619,65619,13972,250,latest,0,1,1445460.0,105243,4826,17,26,233,1946,591743.3611111111
35430,187518,187518,13988,231,old,0,1,0.0,59506,1267,14,29,257,8317,0.0
35450,93547,93547,13998,407,latest,0,1,0.0,32397,889,7,24,100,1417,0.0
35451,169567,169567,13998,407,latest,0,1,0.0,64753,2234,9,44,164,3766,0.5
35452,195505,195505,13998,407,latest,0,1,0.0,87960,3505,16,4,119,3184,0.3333333333333333
35459,93551,93551,13998,465,latest,0,1,510480.0,32397,889,7,24,100,1417,145278.1
35494,86492,86492,14012,377,intermediate,1,1,0.0,90352,8736,16,68,326,3184,0.0
35506,71735,71735,14016,5,old,1,1,51300.0,130046,16844,9,44,164,2460,25650.5
35510,172550,172550,14018,231,latest,0,1,498180.0,64561,1025,14,61,159,7093,249090.5
35547,195560,195560,14029,190,intermediate,0,1,1800.0,84263,3584,0,6,145,6748,900.5
35613,195585,195585,14038,371,old,1,1,79440.0,46158,3552,17,39,151,7071,17873.0
35625,195578,195578,14038,371,old,1,1,547500.0,104868,3744,17,8,113,9225,144471.75862068965
35649,30323,30323,14048,207,latest,1,1,0.0,425,1025,4,74,292,4524,0.0
35653,92449,92449,14049,421,old,0,1,0.0,81213,140800,9,3,27,2099,0.0
35655,154912,154912,14049,421,old,0,1,3240.0,29599,2144,7,71,228,545,1500.333333333333
35659,154959,154959,14049,421,old,0,1,69720.0,20331,4601,7,31,271,4396,23931.571428571428
35662,195602,195602,14049,421,old,0,1,411540.0,3373,17728,10,43,223,4742,79218.1
35717,109727,109727,14079,217,old,0,1,0.0,321,1070,11,51,242,5921,0.0
35730,15643,15643,14079,217,old,0,1,8460.0,109202,1529,10,43,223,10208,1975.7857142857144
35738,153326,153326,14079,217,old,0,1,73200.0,42540,1837,9,37,162,9597,17656.409090909092
35764,7062,7062,14080,409,intermediate,0,1,939900.0,74406,12889,4,74,292,3399,265152.1
35785,118556,118556,14088,469,latest,0,1,0.0,61487,1376,11,35,148,4822,0.0
35787,195647,195647,14089,249,old,0,1,300.0,65965,11968,10,43,264,9959,150.5
35792,164268,164268,14091,127,latest,1,1,0.0,68444,1907,9,9,244,785,0.0
35804,195660,195660,14096,207,latest,1,1,0.0,130873,761,13,67,141,2589,0.0
35830,105342,105342,14112,249,old,1,1,241860.0,46626,953,14,62,324,1046,0.0
35901,195674,195674,14136,371,latest,1,1,10560.0,35244,4217,1,7,300,5164,5080.333333333333
35917,110581,110581,14143,371,latest,1,1,1260.0,6131,6998,9,3,27,4763,0.0
35928,22816,22816,14149,318,latest,0,1,1005240.0,78603,24640,1,36,203,8584,604300.3333333335
35939,70982,70982,14153,385,intermediate,1,1,0.0,67342,22467,8,40,84,5036,0.0
35951,163257,163257,14153,385,intermediate,0,1,57600.0,19727,1025,9,9,90,8495,16661.615384615383
35954,156944,156944,14153,385,intermediate,1,1,95580.0,83926,284,13,58,135,5572,30352.5625
35961,75639,75639,14153,385,intermediate,1,1,235440.0,71406,2585,9,44,114,2182,72678.30434782608
36008,191215,191215,14164,385,latest,0,1,97920.0,5556,2355,11,51,242,10414,18024.764705882357
36021,163505,163505,14169,127,intermediate,0,1,179640.0,77043,27545,9,9,90,5432,0.0
36023,163507,163507,14169,127,intermediate,0,1,463680.0,77043,27545,9,9,90,5432,222400.3333333333
36027,195715,195715,14170,37,latest,0,1,0.0,118978,17664,1,42,103,1845,0.0
36054,138002,138002,14181,377,intermediate,0,1,0.0,91397,31820,1,42,157,5208,0.0
36057,11871,11871,14181,377,intermediate,0,1,257280.0,33633,2092,13,58,102,1344,128610.25
36072,11872,11872,14191,469,intermediate,1,1,0.0,33633,2092,13,58,102,1344,0.0
36097,93254,93254,14205,249,latest,0,1,0.0,100226,7680,6,50,140,8301,0.0
36140,190005,190005,14219,127,latest,1,1,961620.0,106668,1075,13,67,32,8834,525040.1666666665
36190,155139,155139,14233,190,intermediate,0,1,0.0,50438,1831,4,74,292,4524,0.0
36196,172556,172556,14234,469,old,0,1,394320.0,64561,1025,14,61,159,7093,246888.2
36198,159105,159105,14236,250,intermediate,0,1,5580.0,4450,6272,9,44,16,7791,0.0
36204,53724,53724,14239,386,latest,1,1,0.0,72955,2344,0,6,145,2056,0.0
36215,112575,112575,14249,296,intermediate,0,1,1860.0,44826,2073,13,78,287,5568,0.0
36230,171621,171621,14256,190,old,0,1,0.0,60773,32771,1,42,157,4986,0.0
36237,75640,75640,14256,190,old,0,1,338580.0,71406,2585,9,44,114,2182,129420.125
36264,75643,75643,14266,244,latest,0,1,137460.0,71406,2585,9,44,114,2182,43474.42857142857
36290,124108,124108,14273,213,intermediate,1,1,18540.0,126866,12675,8,40,84,5036,9270.5
36291,195884,195884,14273,213,intermediate,1,1,96060.0,56588,1361,17,39,252,977,38200.333333333336
36294,142053,142053,14274,371,latest,0,1,786480.0,123158,3283,6,77,325,3299,393240.5
36305,9553,9553,14285,469,latest,0,1,55140.0,76717,58252,9,3,27,234,0.0
36317,142756,142756,14293,469,latest,0,1,1956600.0,64220,1077,4,38,62,4297,1303560.333333333
36331,78093,78093,14300,190,old,0,1,2220.0,94782,2116,7,46,4,2111,0.0
36346,100780,100780,14304,386,latest,1,1,93240.0,112256,1248,11,35,148,5622,0.0
36440,67073,67073,14340,151,latest,0,1,2866440.0,8365,18176,1,42,157,1617,1991970.166666667
36445,195937,195937,14345,385,latest,1,1,0.0,39141,3827,4,38,62,4714,0.0
36459,117987,117987,14351,385,intermediate,0,1,0.0,129147,1152,8,41,36,3377,0.0
36460,142758,142758,14351,385,intermediate,0,1,0.0,64220,1077,4,38,62,4297,0.5
36519,195952,195952,14361,371,latest,0,1,1762680.0,64631,2492,1,7,308,4049,1055090.083333333
36525,195958,195958,14361,371,latest,0,1,2119500.0,64631,2492,1,7,308,4049,1354026.7222222222
36596,123845,123845,14375,371,intermediate,1,1,518340.0,130772,1280,6,49,209,9351,182707.86956521735
36616,122546,122546,14387,377,old,0,1,0.0,4337,1280,1,12,301,3805,0.0
36691,196055,196055,14397,178,intermediate,0,1,39840.0,102062,2297,10,43,264,5666,16866.722222222223
36716,88681,88681,14399,250,old,0,1,0.0,65439,563,7,33,95,10316,0.0
36717,146863,146863,14399,127,old,0,1,0.0,26288,2534,9,44,114,7933,0.5
36744,118401,118401,14399,250,old,0,1,142140.0,71459,2547,13,18,198,3164,58994.51724137932
36749,196060,196060,14399,250,old,0,1,195420.0,127837,1774,9,9,244,2001,75261.20588235294
36796,25030,25030,14405,207,intermediate,0,1,3540.0,106200,2027,9,66,255,1923,0.0
36828,196114,196114,14410,3,latest,1,1,766260.0,41261,2355,4,38,62,5609,261880.33333333328
36831,139133,139133,14411,244,latest,1,1,1980.0,51757,1152,16,4,119,2814,990.5
36855,57420,57420,14418,213,latest,1,1,0.0,127900,3520,1,28,283,908,0.0
36865,147378,147378,14431,296,intermediate,0,1,0.0,433,1721,13,18,291,6848,0.0
36928,196146,196146,14459,213,old,1,1,1269600.0,96518,640,4,1,111,9362,846380.3333333335
36960,196161,196161,14470,371,intermediate,0,1,25980.0,14236,910,4,74,292,4524,11930.166666666664
37068,130563,130563,14509,37,latest,0,1,0.0,103394,384,13,58,173,488,0.0
37071,15645,15645,14514,385,intermediate,1,1,15000.0,109202,1529,10,43,223,10208,0.0
37077,196186,196186,14514,385,intermediate,1,1,2101320.0,24054,313,7,46,285,8411,635657.2857142857
37089,103855,103855,14524,190,intermediate,0,1,0.0,110399,9216,15,0,214,9196,0.0
37119,119826,119826,14532,32,intermediate,1,1,1500360.0,16164,1123,17,39,252,4741,0.0
37168,196224,196224,14551,96,intermediate,1,1,240.0,46078,2110,17,26,328,3606,0.0
37200,196253,196253,14559,371,latest,0,1,166500.0,49851,480,7,24,100,6371,96755.08333333331
37205,196238,196238,14559,371,latest,0,1,228000.0,41540,4601,4,38,62,2184,129762.41176470587
37226,196269,196269,14561,190,latest,1,1,2232660.0,19694,1146,10,43,187,12,1672905.125
37231,182509,182509,14562,386,latest,1,1,0.0,115366,2572,7,54,330,4309,0.0
37298,170560,170560,14589,300,latest,0,1,37680.0,88090,16156,9,3,27,6357,0.0
37324,196350,196350,14601,359,intermediate,0,1,0.0,115329,2874,4,38,62,4296,0.0
37327,196326,196326,14601,32,intermediate,0,1,46920.0,47327,688,15,0,214,571,27540.25
37329,196351,196351,14603,50,intermediate,0,1,0.0,5226,8694,8,41,36,9372,0.0
37338,196360,196360,14607,207,intermediate,0,1,0.0,92340,1996,17,39,151,2874,0.0
37372,37612,37612,14617,371,latest,0,1,0.0,55912,1529,9,44,114,9857,0.0
37373,149379,149379,14617,371,latest,0,1,0.0,44090,22238,9,3,27,4133,0.5
37374,196417,196417,14617,371,latest,0,1,0.0,56721,10886,1,42,338,1756,0.3333333333333333
37385,142367,142367,14617,371,latest,0,1,19680.0,60603,5228,6,49,60,2823,5125.785714285715
37426,133915,133915,14624,127,latest,1,1,0.0,124743,6272,7,23,137,7738,0.0
37456,169471,169471,14632,385,latest,0,1,115680.0,59336,851,10,63,303,9799,57840.5
37476,196471,196471,14645,508,latest,1,1,0.0,17275,3776,14,62,317,4824,0.0
37477,196472,196472,14645,508,latest,1,1,120.0,58486,1267,13,58,189,5264,60.5
37488,95583,95583,14651,382,intermediate,1,1,76260.0,15757,4346,17,69,45,7357,38805.25
37506,196487,196487,14656,260,latest,1,1,345120.0,55584,697,14,61,132,4824,189394.42857142855
37521,117751,117751,14661,469,latest,0,1,0.0,116073,4181,17,39,151,124,0.0
37577,147742,147742,14686,371,intermediate,0,1,134700.0,73211,2190,9,44,114,2065,0.0
37582,156794,156794,14688,421,latest,0,1,0.0,9263,152,14,62,317,9514,0.0
37589,87193,87193,14689,127,intermediate,0,1,0.0,70965,3744,16,56,17,9227,0.0
37597,196550,196550,14689,127,intermediate,0,1,26880.0,31268,2874,12,57,54,4222,12413.444444444443
37617,196555,196555,14697,207,old,0,1,0.0,102553,3258,11,76,24,2724,0.0
37661,187274,187274,14720,283,intermediate,0,1,834660.0,82903,2720,9,9,244,4389,417330.5
37684,66576,66576,14723,249,latest,0,1,723840.0,125409,569,4,74,292,2076,361920.5
37686,149525,149525,14724,49,old,0,1,628020.0,47578,10259,11,35,20,5622,314010.5
37690,139090,139090,14728,371,latest,1,1,0.0,130836,16720,9,9,90,3778,0.0
37706,77635,77635,14737,469,latest,1,1,1047480.0,103311,2361,14,62,324,7394,422240.33333333326
37755,47593,47593,14774,249,old,0,1,3540.0,100524,15296,10,43,223,9375,0.0
37756,56699,56699,14774,249,old,0,1,46080.0,22105,1536,15,79,107,6923,23040.5
37795,43911,43911,14784,440,intermediate,0,1,80520.0,130934,839,11,51,242,10168,0.0
37802,71749,71749,14789,151,intermediate,1,1,59760.0,130046,16844,9,44,164,2460,29880.5
37823,59467,59467,14799,202,latest,0,1,1304880.0,64835,8960,11,76,147,7455,652440.5
37848,128156,128156,14813,296,old,1,1,22200.0,42881,5376,7,72,79,2048,0.0
37887,131099,131099,14839,127,intermediate,0,1,0.0,116970,435,17,26,328,209,0.0
37921,189624,189624,14851,504,latest,1,1,661680.0,27231,16576,1,7,300,10333,223180.3333333333
37928,100782,100782,14860,129,old,0,1,0.0,112256,1248,11,35,148,5622,0.0
37968,46156,46156,14870,129,latest,0,1,572820.0,79527,6336,4,38,62,3928,169822.5625
38008,131100,131100,14899,386,latest,0,1,123060.0,116970,435,17,26,328,209,69615.25
38021,110582,110582,14912,366,latest,0,1,0.0,6131,6998,9,3,27,4763,0.0
38040,196774,196774,14923,231,latest,0,1,169020.0,119512,3047,13,78,134,5568,112640.33333333331
38072,149177,149177,14938,385,latest,0,1,0.0,101580,2528,13,67,170,5500,0.0
38118,159170,159170,14950,5,old,0,1,46680.0,69385,160,0,45,117,1457,23340.5
38124,20067,20067,14953,244,latest,1,1,99300.0,55096,7557,17,8,279,1032,49650.5
38159,21631,21631,14967,261,latest,0,1,276060.0,73972,2227,12,57,44,907,156205.08333333337
38174,188502,188502,14972,5,latest,0,1,0.0,47232,6073,17,8,159,5276,0.0
38175,196935,196935,14972,5,latest,0,1,0.0,7323,2703,9,66,193,1923,0.5
38176,196936,196936,14972,5,latest,0,1,0.0,102509,7904,4,38,62,7521,0.3333333333333333
38197,196943,196943,14972,5,latest,0,1,202860.0,102509,7904,4,38,62,7521,61805.04166666666
38240,196993,196993,14990,296,old,0,1,746880.0,15313,69760,6,14,247,7470,373440.5
38270,94062,94062,15005,275,old,0,1,0.0,110662,627,9,37,162,7791,0.0
38366,45008,45008,15038,296,old,1,1,5220.0,24133,40896,1,42,157,6598,0.0
38389,83434,83434,15048,244,old,0,1,87180.0,100477,7294,17,8,159,5276,40896.2
38397,167722,167722,15051,127,latest,1,1,2317980.0,76323,441,13,67,170,2628,1274268.2
38403,109650,109650,15055,127,latest,0,1,0.0,119491,47795,1,42,157,4967,0.0
38421,197175,197175,15055,127,latest,0,1,604740.0,124105,1297,16,4,119,8558,126786.36842105266
38422,197176,197176,15056,207,old,0,1,0.0,70314,755,7,24,100,7348,0.0
38435,103859,103859,15067,129,intermediate,1,1,12120.0,110399,9216,15,0,214,9196,6060.5
38436,120811,120811,15067,129,intermediate,1,1,67260.0,33945,1139,12,57,171,493,26460.33333333333
38442,197189,197189,15068,127,intermediate,0,1,1057560.0,54382,36198,9,3,312,8767,0.0
38453,64545,64545,15073,296,old,0,1,333240.0,106866,416,7,24,100,2356,222080.3333333333
38473,164404,164404,15081,213,latest,1,1,0.0,56690,5654,8,41,36,7741,0.0
38474,185158,185158,15081,213,latest,1,1,0.0,2869,2688,0,45,73,7753,0.5
38477,174347,174347,15084,296,latest,0,1,229500.0,32970,54685,16,56,253,3184,114750.5
38505,197243,197243,15100,120,intermediate,0,1,163740.0,91444,2681,13,5,125,2164,81870.5
38562,178468,178468,15120,389,latest,0,1,179280.0,32223,10368,1,7,231,10497,58695.84210526317
38640,176814,176814,15143,261,latest,0,1,16560.0,34110,57881,8,41,36,9445,8715.25
38642,197318,197318,15143,261,latest,1,1,48180.0,90836,3136,4,1,111,222,20030.166666666668
38698,20603,20603,15154,207,latest,1,1,0.0,81137,2508,4,1,111,820,0.0
38728,119132,119132,15171,249,intermediate,0,1,104520.0,26512,22400,13,5,22,1671,63240.33333333334
38773,197365,197365,15190,371,intermediate,0,1,0.0,78402,2048,14,61,132,22,0.0
38802,145195,145195,15200,508,intermediate,0,1,1516860.0,29291,832,14,62,323,5700,406470.25
38875,14638,14638,15221,151,latest,1,1,44820.0,31636,2526,17,39,151,9244,29060.33333333333
38964,93148,93148,15247,7,old,0,1,0.0,40943,3776,4,38,62,4253,0.0
39038,173467,173467,15266,97,old,0,1,600300.0,113745,1540,9,37,162,5655,273924.5909090909
39058,173439,173439,15266,97,old,0,1,1132980.0,113745,1540,9,37,162,5655,572090.0238095238
39071,197508,197508,15268,190,latest,0,1,144840.0,23487,2056,17,8,123,9270,72420.5
39073,96203,96203,15268,190,latest,0,1,558360.0,28034,6272,7,33,202,1346,212160.25
39141,197531,197531,15300,509,latest,1,1,0.0,13407,1863,17,39,252,977,0.0
39156,191,191,15303,250,latest,0,1,193800.0,112966,602,11,70,322,5175,74089.18181818182
39195,193,193,15313,371,intermediate,1,1,523320.0,112966,602,11,70,322,5175,273720.25
39263,196804,196804,15358,469,latest,0,1,286800.0,58940,76160,1,7,308,6226,0.0
39302,197616,197616,15372,465,latest,1,1,0.0,106918,1081,7,24,126,6719,0.0
39322,155364,155364,15381,244,latest,0,1,0.0,53250,2169,13,67,170,2628,0.0
39323,197656,197656,15381,244,latest,0,1,0.0,30512,685,12,57,212,5834,0.5
39332,145671,145671,15381,244,latest,0,1,32220.0,30349,24371,9,3,159,344,12272.818181818182
39334,145672,145672,15381,244,latest,0,1,68880.0,30349,24371,9,3,159,344,18212.384615384617
39360,197668,197668,15390,220,old,0,1,77700.0,2033,20428,8,41,36,8208,28480.33333333333
39390,197714,197714,15398,283,old,0,1,120.0,69661,307,13,78,134,2549,0.0
39458,191192,191192,15408,372,intermediate,0,1,0.0,32354,29120,1,42,157,10333,0.0
39517,46168,46168,15438,421,intermediate,1,1,142200.0,79527,6336,4,38,62,3928,48828.1
39554,197771,197771,15453,37,intermediate,0,1,0.0,18161,768,0,6,145,8502,0.0
39563,197783,197783,15462,207,old,0,1,0.0,111998,30464,8,41,36,5529,0.0
39614,161531,161531,15483,129,latest,1,1,0.0,1082,3072,11,35,20,5622,0.0
39616,139134,139134,15483,129,latest,1,1,7800.0,51757,1152,16,4,119,2814,3240.333333333333
39692,165363,165363,15505,385,old,0,1,0.0,7292,2489,12,57,259,8522,0.0
39693,197841,197841,15505,385,old,0,1,0.0,46592,5696,9,9,41,194,0.5
39694,197838,197838,15505,385,old,0,1,240.0,50752,2067,13,78,108,5353,80.33333333333333
39695,119492,119492,15505,385,old,0,1,6780.0,91837,852,9,37,162,10412,1755.25
39706,169918,169918,15510,395,latest,0,1,0.0,22064,1024,11,76,67,8411,0.0
39708,107739,107739,15510,395,latest,0,1,48480.0,65217,11840,9,9,90,5880,17560.333333333332
39709,168256,168256,15510,395,latest,0,1,90960.0,22119,7176,17,39,151,2874,35910.25
39710,168257,168257,15510,395,latest,0,1,96060.0,22119,7176,17,39,151,2874,47940.2
39735,21651,21651,15525,508,latest,1,1,181680.0,73972,2227,12,57,44,907,126420.2
39763,7072,7072,15542,508,old,0,1,0.0,74406,12889,4,74,292,3399,0.0
39840,16334,16334,15575,512,old,0,1,943560.0,104035,819,8,21,139,2944,0.0
39854,197926,197926,15577,244,latest,1,1,1080300.0,29642,1203,4,74,292,9498,596321.6153846154
39868,11925,11925,15581,488,old,0,1,93960.0,33633,2092,13,58,102,1344,0.0
39902,69646,69646,15588,151,intermediate,1,1,710220.0,68895,3974,9,44,114,9776,257812.0666666667
39942,68337,68337,15603,145,old,0,1,7620.0,61555,44736,1,42,157,10478,3528.2
39977,19401,19401,15622,244,latest,0,1,0.0,122141,7488,1,64,263,10097,0.0
39978,197989,197989,15622,244,latest,0,1,0.0,54090,569,17,39,151,10304,0.5
39979,197988,197988,15622,244,latest,0,1,600.0,74649,10880,8,40,84,5036,200.33333333333331
39986,197862,197862,15628,359,latest,0,1,0.0,122692,20992,9,3,159,1422,0.0
40014,198002,198002,15642,207,latest,0,1,27840.0,127006,1024,4,1,111,4692,0.0
40049,198015,198015,15661,44,intermediate,0,1,22200.0,108045,4239,9,9,41,7791,0.0
40110,38029,38029,15693,249,latest,1,1,0.0,54546,14176,1,12,301,6086,0.0
40111,198029,198029,15693,249,latest,1,1,0.0,130603,1178,16,4,119,8558,0.5
40113,38031,38031,15693,249,latest,0,1,228180.0,54546,14176,1,12,301,6086,91845.25
40137,198065,198065,15706,371,latest,0,1,98340.0,88110,6976,4,38,62,4740,52740.16666666666
40164,86497,86497,15717,473,latest,0,1,80040.0,90352,8736,16,68,326,3184,39180.1
